County,Constituency,Ward,Latitude,Longitude
Narok,Kilgoris,Keyian,-1.035429186,34.68339453054817
Busia,Teso North,Malaba South,0.6105985198548092,34.31506234261672
Nairobi,Kibra,Sarangombe,-1.312375355,36.77545984845901
Nandi,Chesumei,Kosirai,0.2747631850554483,35.139727001091885
Nairobi,Kibra,Makina,-1.309344999,36.78362006398345
Kisii,Kitutu Chache North,Kegogi,-0.534077707,34.84123443983197
Meru,South Imenti,Abogeta East,-0.126202133,37.70603541646935
Embu,Gachoka,Mbeti South,-0.658277739,37.54406957981762
Meru,Tigania East,Mikinduri,0.086050687,37.85659079668108
Kitui,Kitui South,Mutomo,-1.823034487,38.17924460066893
Bomet,Buret,Tebesonik,-0.549986472,35.08174643783224
Kiambu,Kikuyu,Sigona,-1.190147646,36.63817037532032
Busia,Teso South,Chakol South,0.5149051138228172,34.16510294584548
Vihiga,Sabatia,Lyaduywa/Izava,0.09529299,34.72068979613005
Kilifi,Malindi,Malindi Town,-3.215187827,40.08766912330545
Embu,Manyatta,Kithimu,-0.512255787,37.534026933855166
Nakuru,Kuresoi North,Kiptororo,-0.349108211,35.50560944838238
Kwale,Matuga,Waa,-4.161865256,39.58926215
Busia,Matayos,Busibwabo,0.4208154084164008,34.207883652862954
Nyandarua,Kipipiri,Geta,-0.408124806,36.579857777751805
Murang'a,Gatanga,Mugumo-Ini,-0.983248502,37.03048163111561
Kajiado,Kajiado Central,Dalalekutuk,-1.95097724,36.92304321495244
Marsabit,Moyale,Sololo,3.553016836758799,38.68173557502172
Kitui,Kitui South,Kanziko,-1.993937899,38.348321137870805
Embu,Gachoka,Kiambere,-0.719392463,37.82287904496193
Nakuru,Kuresoi South,Keringet,-0.467822099,35.69024976
Uasin Gishu,Turbo,Kapsaos,0.5635478030603528,35.22945416470704
Kisii,Bobasi,Bobasi Bogetaorio,-0.896528913,34.830569485036975
Kirinyaga,Gichugu,Kabare,-0.483462944,37.31391062240999
Nandi,Emgwen,Kilibwoni,0.2196564543376516,35.201456280934025
Nairobi,Starehe,Ziwani/Kariokor,-1.281663406,36.837897323516174
Migori,Nyatike,Kaler,-1.072223826,34.23809537761851
Nairobi,Starehe,Landimawe,-1.303489984,36.84135199190776
Kisumu,Seme,North Seme,-0.055277912,34.51084837042443
Kiambu,Gatundu North,Githobokoni,-0.876555111,36.74653730435684
Kiambu,Githunguri,Komothai,-1.03752098,36.83634771401484
Migori,Kuria West,Makerero,-1.228249056,34.50636732433175
Machakos,Mwala,Wamunyu,-1.409006799,37.57947530624244
Nandi,Aldai,Kobujoi,0.040093647,34.971222405268826
Lamu,Lamu East,Kiunga,-1.810148915,41.37231493688214
Meru,Tigania East,Muthara,0.3504731620016464,37.70106939940568
Kilifi,Magarini,Sabaki,-3.180031782,40.10731081738022
Uasin Gishu,Ainabkoi,Kaptagat,0.4229462459088742,35.42462893931707
Lamu,Lamu East,Basuba,-1.851041877,41.01524004
Tharaka,Tharaka,Chiakariga,-0.288002638,37.904290004907885
Kajiado,Kajiado Central,Matapato North,-2.197521067,36.827159551978646
Nakuru,Subukia,Waseges,0.098783835,36.23732144517553
Kiambu,Kiambu,Ting'ang'a,-1.137964484,36.85655938427646
Bomet,Bomet Central,Mutarakwa,-0.773090764,35.250129551112614
Kilifi,Kaloleni,Mariakani,-3.836121812,39.47116875194005
Nairobi,Dagoretti,Uthiru/Ruthimitu,-1.272515591,36.70619048761487
Siaya,Ugenya,West Ugenya,0.209104397,34.14910763125302
Kericho,Kipkelion East,Chepseon,-0.296740004,35.402065031533446
Kwale,Lunga Lunga,Dzombo,-4.453000463,39.21814409
Kisumu,Kisumu West,Kisumu North,-0.038010993,34.715690451973025
Kilifi,Kilifi South,Chasimba,-3.721712646,39.72577876247538
Makueni,Mbooni,Kithungo/Kitundu,-1.636855358,37.45239663228766
Taita Taveta,Mwatate,Chawia,-3.928922182,38.36385641307101
Taita Taveta,Taveta,Bomeni,-3.407635904,37.68466465037618
Kwale,Kinango,Chengoni/Samburu,-3.83834287,39.23895506779797
Nairobi,Makadara,Viwandani,-1.305376395,36.87249835537485
Meru,Buuri,Timau,0.023294117,37.19220933542776
Nairobi,Dagoretti,Mutuini,-1.294802274,36.69791594753025
Meru,South Imenti,Igoji West,-0.183031188,37.62431075060736
Kisumu,Muhoroni,Miwani,-0.056542712,34.93125058940447
Narok,Narok South,Loita,-1.846514006,35.853882450544035
Busia,Funyula,Ageng'A Nanguba,0.231508134,34.06138927405035
Nairobi,Langata,Mugumo-Ini,-1.372291048,36.85005092903125
Kisii,Nyaribari Masaba,Nyamasibi,-0.843396384,34.97151034200757
Busia,Budalangi,Bunyala South,0.035730033,34.00730951838571
Kakamega,Mumias East,Mumias North,0.358215733,34.52620278246616
Nyeri,Othaya,Mahiga,-0.506240554,36.76852805
Busia,Nambale,Bukhayo Central,0.4297857965438737,34.30571008142268
Kirinyaga,Gichugu,Ngariama,-0.443354655,37.39704193
Kitui,Kitui East,Chuluni,-1.46938567,38.13607347734941
Bungoma,Bumula,West Bukusu,0.5972736218316937,34.47856388940913
Kericho,Ainamoi,Kipchebor,-0.380681071,35.26248477366442
Nairobi,Dagoretti,Waithaka,-1.285414154,36.71883017705551
Kakamega,Lurambi,Butsotso East,0.3236867506899156,34.74662789
Bomet,Sotik,Rongena/Manaret,-0.714202914,35.08674146922563
Kakamega,Likuyani,Nzoia,0.8247804317999173,35.07552568173878
Kirinyaga,Gichugu,Njukiini,-0.510464721,37.39954935855677
Kakamega,Lurambi,Sheywe,0.2975012615480877,34.7511595
Taita Taveta,Taveta,Chala,-3.262245959,37.752558423406185
Homa Bay,Karachuonyo,North Karachuonyo,-0.364010367,34.54065585116609
Kiambu,Gatundu North,Gituamba,-0.899297088,36.85039579
Embu,Manyatta,Gaturi South,-0.481034487,37.50288828822077
Murang'a,Kangema,Muguru,-0.68777394,37.01668797801653
Kisii,Nyaribari Chache,Kiogoro,-0.744677889,34.79224016841318
Kakamega,Lurambi,Butsotso South,0.2335476954502178,34.625999389325365
Bungoma,Kabuchai,Mukuyuni,0.7596356636716667,34.62049935712143
Bungoma,Sirisia,Malakisi/South Kulisiru,0.7247147225292032,34.48622245422269
Kilifi,Kilifi North,Mnarani,-3.695912616,39.824722241395904
Kisumu,Seme,West Seme,-0.135300778,34.46522677699068
Siaya,Alego Usonga,Usonga,0.068168461,34.09798383051492
Uasin Gishu,Soy,Soy,0.7146345647436159,35.24413264747169
Bomet,Konoin,Chepchabas,-0.477207259,35.25730872904365
Nyandarua,Ndaragwa,Shamata,-0.21270353,36.558933
Trans Nzoia,Kiminini,Hospital,1.016832094700606,35.03903517860855
Bomet,Buret,Kapkatet,-0.618326057,35.194326138649565
Bomet,Buret,Kisiara,-0.491962901,35.10603052754551
Taita Taveta,Wundanyi,Mwanda/Mgange,-3.369751002,38.275719209687225
Kakamega,Mumias East,Lubinu/Lusheya,0.2999474273103871,34.53759925437234
Nakuru,Rongai,Solai,0.077927335,36.16077165598944
Marsabit,North Horr,Illeret,4.085364870097739,36.31543153755508
Samburu,Samburu West,Loosuk,1.0993372503381726,36.51716944748017
Migori,Uriri,South Kanyamkago,-0.988433306,34.514441640902525
Busia,Teso North,Malaba Central,0.6314239644913431,34.291390509235384
Kirinyaga,Gichugu,Karumandi,-0.444162606,37.349503469589024
Nairobi,Ruaraka,Babadogo,-1.243447709,36.88003028468881
Mandera,Mandera West,Dandu,3.436071613705081,39.91945357208264
Busia,Teso South,Chakol North,0.5606904369862736,34.18810187176944
Uasin Gishu,Moiben,Tembelio,0.5623768411239854,35.42057835
Siaya,Rarieda,West Uyoma,-0.273162867,34.29142863938655
Machakos,Mwala,Makutano/Mwala,-1.342778118,37.472149393771154
Homa Bay,Suba South,Gwassi South,-0.702865501,34.15188605
Kisumu,Nyakach,South East Nyakach,-0.372005579,34.976209841881825
Kakamega,Matungu,Koyonzo,0.3688307568770782,34.418508674331925
Kakamega,Ikolomani,Idakho South,0.1510791119718429,34.70433010954108
Kisii,Bobasi,Bobasi Central,-0.834949414,34.84211579495707
Kwale,Msambweni,Kinondo,-4.381746028,39.49216485381582
Bomet,Bomet Central,Chesoen,-0.693267513,35.287109195362824
Nyeri,Othaya,Iria-Ini,-0.547567305,36.89980476229968
Kiambu,Juja,Kalimoni,-1.145426313,37.10066098601963
Kakamega,Shinyalu,Isukha South,0.2072527670693755,34.782451067106145
Bomet,Sotik,Ndanai/Abosi,-0.871749401,35.09180679748736
Murang'a,Maragwa,Ichagaki,-0.808443305,37.12093545233397
Kiambu,Juja,Witeithie,-1.064510887,37.03399440644246
Kiambu,Juja,Gitothua,-1.131314761,36.91392289568049
Nyeri,Tetu,Dedan Kimanthi,-0.423085821,36.83466333499556
Laikipia,Laikipia North,Sosian,0.6111092665109759,36.65883320779272
Mandera,Lafey,Warankara,3.404098966523775,41.033678951244205
Nairobi,Westlands,Kitisuru,-1.249531615,36.75335325372911
Homa Bay,Kabondo Kasipul,Kojwach,-0.490678248,34.84476051673927
Kisii,Bonchari,Bomorenda,-0.694853368,34.70931405
Kisumu,Kisumu West,Central Kisumu,-0.074151872,34.71197853422195
Vihiga,Luanda,Emabungo,0.020428521,34.62683411010996
Nandi,Nandi Hills,Kapchorua,0.082707523,35.32858569311584
Kilifi,Kilifi North,Tezo,-3.534543501,39.88674041897553
Nairobi,Makadara,Harambee,-1.287503945,36.87630714
Uasin Gishu,Moiben,Karuna/Meibeki,0.8205961531235821,35.43864187013845
Nandi,Aldai,Koyo-Ndurio,0.021841341,35.04792158969019
Nandi,Chesumei,Lelmokwo/Ngechek,0.3459224927085532,35.17895930775844
Migori,Rongo,South Kamagambo,-0.880270579,34.60726190195548
Kakamega,Matungu,Kholera,0.4258157978165077,34.50402220851152
Vihiga,Sabatia,West Sabatia,0.1287019517281673,34.72738793582821
Nyamira,West Mugirango,Bosamaro,-0.639348423,34.93856322034292
Nandi,Emgwen,Kapkangani,0.1982915028461885,34.960620798962324
Murang'a,Mathioya,Gitugi,-0.656019118,37.00136765509137
Nyeri,Mukurweni,Rugi,-0.595670073,37.11284781994022
Kajiado,Kajiado West,Mosiro,-1.502831245,36.168120161177306
Embu,Manyatta,Nginda,-0.315194081,37.42106684724826
Nakuru,Kuresoi North,Sirikwa,-0.266153508,35.67733263161225
Kilifi,Rabai,Mwawesa,-3.927152916,39.61950435707914
Nairobi,Embakasi East,Mihango,-1.280624926,36.94946086807302
Uasin Gishu,Turbo,Ngenyilel,0.5824489245715031,34.953913788896145
Murang'a,Kandara,Muruka,-0.926188568,37.05552092200584
Kisii,Bobasi,Nyacheki,-0.887092532,34.878210446053444
Nyandarua,Kinangop,Magumu,-0.853544164,36.57919121544101
Migori,Kuria East,Nyabasi East,-1.263965012,34.666007501556415
Kakamega,Lugari,Lugari,0.6781686419009388,34.92712803243489
Nairobi,Kasarani,Njiru,-1.250883503,36.925566662409786
Turkana,Turkana East,Katilia,2.3235777704845013,36.36661916559137
Machakos,Kangundo,Kangundo West,-1.364999312,37.32900882784158
Narok,Emurua Dikirr,Ololmasani,-0.934381766,35.04038489928625
Kakamega,Ikolomani,Idakho East,0.1681103291617576,34.76255221766977
Kwale,Lunga Lunga,Pongwekikoneni,-4.531132637,39.32687679129272
Kajiado,Kajiado West,Keekonyokie,-1.57537855,36.53545821284145
Kericho,Sigowet/Soin,Kaplelartet,-0.357126471,35.064312987458926
Kisii,Bobasi,Bobasi Chache,-0.737833203,34.74525561359473
Mandera,Mandera West,Takaba,3.53034572,40.08789339113298
Nakuru,Bahati,Kabatini,-0.208199122,36.15834513335239
Kisumu,Nyakach,West Nyakach,-0.340966827,34.832052261628554
Machakos,Machakos Town,Mumbuni North,-1.48924826,37.26272735
Murang'a,Kiharu,Gaturi,-0.663474262,37.11744582893864
Tana River,Bura,Sala,-0.576827988,39.60581603972015
Bungoma,Kimilili,Maeni,0.8034830719214265,34.748002148353834
Kiambu,Juja,Murera,-1.092466186,36.93996508005254
Vihiga,Sabatia,North Maragoli,0.093231854,34.76423933856496
Machakos,Matungulu,Kyeleni,-1.147102206,37.20923892910943
Murang'a,Kangema,Murarandia,-0.733686392,36.92542365924668
Kiambu,Lari,Kijabe,-0.963159411,36.648614232804896
Kiambu,Juja,Theta,-1.151487891,37.01519045683142
Nairobi,Embakasi West,Umoja I,-1.282544111,36.88749660043007
Makueni,Mbooni,Kalawa,-1.689228342,37.75483006375988
Kajiado,Kajiado North,Nkaimurunya,-1.365998969,36.70188533963723
Kajiado,Kajiado East,Imaroro,-1.942582714,37.12496116974636
Kisumu,Kisumu East,Terik,0.01525458,34.82129769940274
Kericho,Ainamoi,Kipchimchim,-0.328136404,35.27436708915378
Bungoma,Kanduyi,Musikoma,0.5455006098055794,34.53578637816041
Kisii,Kitutu Chache South,Bogusero,-0.587093517,34.72658132319268
Nakuru,Kuresoi South,Amalo,-0.620609611,35.663535056363195
Homa Bay,Kasipul,South Kasipul,-0.524418695,34.71985531260496
Kakamega,Navakholo,Ingostse-Mathia,0.358013675,34.73248627132889
Makueni,Mbooni,Tulimani,-1.572674117,37.40648919449541
Machakos,Mwala,Kibauni,-1.543334424,37.66961967647909
Uasin Gishu,Kapseret,Megun,0.3401283556174654,35.285659547397046
Nandi,Nandi Hills,Ol'Lessos,0.1835564909660222,35.307829249643504
Laikipia,Laikipia East,Githiga,0.4382567492044433,36.29128800521625
Kericho,Kipkelion East,Kedowa/Kimugul,-0.222521665,35.57804122
Taita Taveta,Mwatate,Rong'E,-3.412359419,38.44988472929302
Migori,Kuria East,Kwa,-1.102409797,34.59736145896154
Vihiga,Hamisi,Jepkoyai,0.020554214,34.73863486209574
Uasin Gishu,Turbo,Tapsagoi,0.5938005953325758,35.072233982782485
Nyandarua,Ol Jorok,Mirangine,-0.191546828,36.24054446124154
Meru,Tigania West,Mbeu,0.056156267,37.81503473269675
Marsabit,Saku,Karare,2.2489433578627773,37.86978625
Meru,Igembe Central,Akirang'Ondu,0.3393306172832471,37.87858948265519
Bomet,Bomet East,Kipreres,-0.921678101,35.379916162446264
Murang'a,Maragwa,Kamahuha,-0.840634153,37.17045436759329
Makueni,Mbooni,Mbooni,-1.678779224,37.46168342623205
Homa Bay,Karachuonyo,Wangchieng,-0.36972125,34.74590361840091
Kwale,Matuga,Tsimba Golini,-4.162383107,39.50357447997639
Vihiga,Emuhaya,West Bunyore,0.073381179,34.57995686198372
Kisumu,Muhoroni,Chemelil,-0.074575304,35.14193331975599
Narok,Emurua Dikirr,Ilkerin,-1.037818228,35.092421650344505
Nandi,Chesumei,Kiptuya,0.1896952938155066,35.016795828848046
Kilifi,Kilifi South,Mwarakaya,-3.793933594,39.73258428110412
Migori,Kuria West,Bukira East,-1.195536814,34.61233144546595
Nyamira,North Mugirango,Bomwagamo,-0.515950032,34.94817029425029
Murang'a,Kigumo,Muthithi,-0.836763105,37.08815672486427
Nandi,Tinderet,Tindiret,-0.038913875,35.36411839787232
Migori,Awendo,West Sakwa,-0.837018307,34.50199009298538
Kericho,Belgut,Cheptororiet/Seretut,-0.421204887,35.194166157608365
Busia,Funyula,Bwiri,0.1788177646527426,34.05008062381707
Nakuru,Njoro,Lare,-0.416894143,36.00835957535047
Kakamega,Navakholo,Bunyala West,0.4040852309099664,34.62534671415592
Migori,Kuria East,Ntimaru West,-1.345950188,34.68603964756935
Nyamira,Kitutu Masaba,Gachuba,-0.706547168,34.88232538744783
Makueni,Mbooni,Kisau/Kiteta,-1.60708711,37.52200064903929
Laikipia,Laikipia North,Mukogondo West,0.4361766116928591,37.01143467370292
Meru,South Imenti,Abogeta West,-0.122426136,37.51153503046705
Bungoma,Bumula,Bumula,0.5320606138748986,34.43657949180255
Kirinyaga,Ndia,Kariti,-0.621214959,37.19274081312655
Kisii,Nyaribari Masaba,Gesusu,-0.866528957,34.90501165847891
Migori,Uriri,East Kanyamkago,-1.033601747,34.56949299633445
Kisii,Nyaribari Chache,Kisii Central,-0.704097701,34.76606467
Embu,Gachoka,Makima,-0.813224991,37.53608898255364
Meru,Tigania West,Akithii,0.1993009621164481,37.74206248876562
Kakamega,Lurambi,Mahiakalo,0.2948318869680438,34.77774915760881
Kiambu,Kikuyu,Nachu,-1.25272859,36.58276943631034
Nakuru,Bahati,Bahati,-0.160238724,36.14397424152168
Bungoma,Kimilili,Kimilili,0.7517317979930866,34.72930886341282
Garissa,Dadaab,Dertu,0.001483579,39.79481172896099
Kisumu,Kisumu Central,Manyatta 'B',-0.097172556,34.76959919763825
Kakamega,Lugari,Lumakanda,0.6460092681192773,34.99086839515482
Migori,Kuria West,Isibania,-1.237342812,34.48050657
Busia,Budalangi,Bunyala Central,0.069722997,34.043265230766984
Bungoma,Mt. Elgon,Chepyuk,0.8636635193312399,34.565912541299475
Kakamega,Matungu,Namamali,0.4395772536890514,34.40739786645402
Nakuru,Subukia,Subukia,-0.014978866,36.20347710717418
Uasin Gishu,Turbo,Kiplombe,0.6268911613675164,35.230699164199294
Kitui,Kitui South,Ikutha,-2.042875483,38.21791227
Kisii,Kitutu Chache North,Sensi,-0.571816276,34.81226220790931
Nairobi,Kilimani,Kabiro,-1.281712666,36.73837340481548
Busia,Butula,Elugulu,0.3665085936711874,34.31038713599002
Kajiado,Kajiado East,Kitengela,-1.547534091,36.88122802078907
Kirinyaga,Mwea,Tebere,-0.693368298,37.399561570541294
Uasin Gishu,Moiben,Sergoit,0.6406505148845574,35.36774270931312
Kiambu,Githunguri,Ngewa,-1.077580179,36.839487319603286
Nyeri,Mathira,Magutu,-0.407240881,37.14108338
Makueni,Kibwezi West,Nguumo,-2.321821785,37.882224405353256
Kakamega,Malava,East Kabras,0.3984846838973098,34.90314243
Kiambu,Gatundu South,Ndarugu,-0.941114744,36.80521724403309
Taita Taveta,Mwatate,Wusi/Kishamba,-3.448902152,38.36210730102357
Nyamira,Kitutu Masaba,Gesima,-0.701331079,34.97200416521322
Narok,Emurua Dikirr,Kapsasian,-0.986219454,35.13825564323999
Narok,Narok South,Ololulung'a,-0.969084429,35.65232364959807
Kwale,Matuga,Kubo South,-4.34593974,39.36325320162989
Kwale,Msambweni,Gombatobongwe,-4.286067678,39.53410409195523
Baringo,Tiaty,Tirioko,1.359817184865889,35.85305173475019
Baringo,Tiaty,Silale,1.049907343,36.15455300386171
Baringo,Tiaty,Ribkwo,1.0297280003543468,35.95844354198474
Baringo,Tiaty,Kolowa,1.1036984357030863,35.782131674595995
Baringo,Baringo North,Bartabwa,0.872123089,35.79691146411548
Baringo,Baringo North,Barwessa,0.727929354,35.681915487089206
Baringo,Mogotio,Kisanana,0.1581079533636441,36.07776683195906
Baringo,Baringo South,Mochongoi,0.3482406221240143,36.14703464979121
Baringo,Baringo South,Mukutani,0.5542507170303036,36.17666216290261
Baringo,Tiaty,Churo/Amaya,0.7901211289304759,36.37992483528532
Baringo,Tiaty,Tangulbei/Korossi,0.7983441279277682,36.22820257263072
Baringo,Tiaty,Loiyamorock,0.8790551147765987,36.10391653008774
Baringo,Baringo Central,Kabarnet,0.5146159947730069,35.68544162117332
Baringo,Baringo Central,Kapropita,0.458100742,35.735784243547386
Baringo,Baringo Central,Sacho,0.3969836765605364,35.753675758529475
Baringo,Baringo Central,Tenges,0.2979672530277724,35.75770848331945
Baringo,Mogotio,Mogotio,0.091575878,35.866739910774314
Baringo,Mogotio,Emining,0.2567153843540695,35.95063576185369
Baringo,Baringo South,Marigat,0.4527291263438815,35.90394996792103
Baringo,Baringo Central,Ewalel Chapchap,0.5071522296478219,35.80874741956985
Baringo,Baringo North,Saimo/Soi,0.6971918952941295,35.92333047480925
Baringo,Baringo North,Saimo/Kipsaraman,0.6870641657462331,35.817090858793165
Baringo,Baringo North,Kabartonjo,0.6390816753224425,35.766216783983985
Baringo,Eldama Ravine,Lembus,0.1066498346607126,35.60416512
Baringo,Eldama Ravine,Lembus Kwen,0.1204146350459265,35.69234535731027
Baringo,Eldama Ravine,Lembus/Perkerra,0.097896991,35.79547406
Baringo,Eldama Ravine,Koibatek,-0.045303241,35.795552069765165
Baringo,Eldama Ravine,Ravine,0.040331989,35.73297643111412
Baringo,Eldama Ravine,Mumberes/Maji Mazuri,-0.031806468,35.66714552505493
Elgeyo-Marakwet,Marakwet West,Sengwer,1.1156378125651136,35.27093966635775
Elgeyo-Marakwet,Marakwet East,Endo,1.202665926313261,35.65598532059495
Elgeyo-Marakwet,Marakwet East,Embobut /Embulot,1.2109548182416432,35.56914739252276
Elgeyo-Marakwet,Marakwet West,Arror,0.9427610065652556,35.61003952402457
Elgeyo-Marakwet,Marakwet West,Cherang'Any/Chebororwa,0.9726221581570867,35.38845502
Elgeyo-Marakwet,Marakwet West,Lelan,1.073729638235538,35.40431144966506
Elgeyo-Marakwet,Marakwet East,Kapyego,1.1215923189591883,35.499406897043585
Elgeyo-Marakwet,Marakwet East,Sambirir,1.0690841780195386,35.61169353995611
Elgeyo-Marakwet,Marakwet West,Kapsowar,0.9541968569658208,35.55285432
Elgeyo-Marakwet,Marakwet West,Moiben/Kuserwo,0.93233418,35.48937447858874
Elgeyo-Marakwet,Keiyo North,Kapchemutwa,0.7626096121199981,35.50894978644466
Elgeyo-Marakwet,Keiyo North,Kamariny,0.6260206403713385,35.47201193
Elgeyo-Marakwet,Keiyo North,Tambach,0.6411612491359366,35.55800698843426
Elgeyo-Marakwet,Keiyo South,Soy North,0.4665938589210555,35.59020407103534
Elgeyo-Marakwet,Keiyo South,Kaptarakwa,0.4490545263081196,35.51427440893136
Elgeyo-Marakwet,Keiyo South,Kabiemit,0.2593653552238834,35.552799329377464
Elgeyo-Marakwet,Keiyo South,Metkei,0.1950439121498687,35.59419715344862
Elgeyo-Marakwet,Keiyo South,Soy South,0.2820573552720405,35.65456598731293
Elgeyo-Marakwet,Keiyo South,Chepkorio,0.3549148888558674,35.53016955706834
Garissa,Fafi,Jarajila,-0.438964472,40.72489707440761
Garissa,Ijara,Masalani,-1.734512106,40.27992956087355
Garissa,Ijara,Ijara,-1.666988504,40.57206412
Garissa,Ijara,Sangailu,-1.531197479,40.879304972000185
Garissa,Fafi,Dekaharia,-1.05691519,40.81729721183811
Garissa,Ijara,Hulugho,-1.353724671,41.16037893014786
Garissa,Balambala,Danyere,0.1608868349357528,38.844184688198126
Garissa,Balambala,Balambala,0.1794176284988522,39.20899940014056
Garissa,Balambala,Saka,-0.021954746,39.32037499063834
Isiolo,Isiolo North,Cherab,1.521219410308442,38.86449617503784
Isiolo,Isiolo South,Sericho,0.897982622,38.98024453466161
Isiolo,Isiolo South,Garbatulla,0.4914251055315363,38.558551580638486
Isiolo,Isiolo North,Burat,0.4374839968455548,37.47844917605574
Isiolo,Isiolo North,Wabera,0.3746323751585595,37.59210575897107
Isiolo,Isiolo North,Bulla Pesa,0.3453150711680183,37.58100885154267
Isiolo,Isiolo North,Oldonyiro,0.6391732466995284,37.134483993827885
Isiolo,Isiolo North,Ngare Mara,0.6613803312247095,37.903982475712944
Isiolo,Isiolo North,Chari,1.132064371104629,38.272123268417225
West Pokot,Kacheliba,Alale,2.398726221828348,35.096933163253475
West Pokot,Kapenguria,Endugh,1.7350724436851606,35.25912257789942
West Pokot,Kacheliba,Kasei,1.9758375814509752,35.26446214701781
West Pokot,Kacheliba,Kiwawa,2.1451749645915683,35.13794924097272
West Pokot,Sigor,Sekerr,1.7027462902011783,35.43456934593543
West Pokot,Kapenguria,Sook,1.5787250519338272,35.309432625478905
West Pokot,Sigor,Masool,1.5993719787071463,35.64866684476501
West Pokot,Sigor,Lomut,1.3756574948481195,35.594627969938315
West Pokot,Sigor,Weiwei,1.429839543967577,35.47551501
West Pokot,Pokot South,Tapach,1.2931255414889202,35.40524457563853
West Pokot,Pokot South,Batei,1.3895245560364415,35.336680102434784
West Pokot,Pokot South,Chepareria,1.4023560854893078,35.21989547136025
West Pokot,Kapenguria,Riwo,1.443155032835938,35.05242349
West Pokot,Kapenguria,Kapenguria,1.3179338107939282,35.099577338718525
West Pokot,Kapenguria,Siyoi,1.2266345119516722,35.1369586
West Pokot,Pokot South,Lelan,1.2092608298851375,35.29657678423092
Marsabit,North Horr,Dukana,3.981720704,37.145528955194585
Marsabit,Moyale,Uran,3.0869528100911534,38.59191573635885
Marsabit,Moyale,Obbu,3.1095887649229503,38.82944633984337
Marsabit,Moyale,Butiye,3.415544527,39.002968737693344
Marsabit,Moyale,Golbo,3.179467632085759,39.14849795555217
Marsabit,Laisamis,Korr/Ngurunit,1.9764570654767253,37.41162210704522
Marsabit,Laisamis,Laisamis,1.5990297954463453,37.905447113652336
Marsabit,Saku,Marsabit Central,2.4470247600176904,37.90801288164726
